fecha,producto,cantidad,precio_unitario,vendedor,sucursal,extra_columna
2025-08-21,Campera,3.0,12698.71,Carlos,Bahía Blanca,irrelevante
2025-08-21,Short,1.0,13385.21,Mario,Bahía Blanca,irrelevante
2025-08-21,Pantalón,2.0,7277.02,Ana,La Plata,irrelevante
2025-08-21,Pantalón,2.0,3791.3,Luz,Mar del Plata,irrelevante
2025-08-21,Jean,3.0,13862.15,Sofía,CABA,irrelevante
2025-08-21,Gorra,3.0,13879.24,Ana,Mar del Plata,irrelevante
2025-08-21,Gorra,3.0,1526.32,Ana,Mar del Plata,irrelevante
2025-08-21,Buzo,3.0,3612.92,Mario,Rosario,irrelevante
2025-08-21,Pantalón,3.0,10143.98,Ana,Rosario,irrelevante
2025-08-21,Short,3.0,11403.34,Lucía,La Plata,irrelevante
2025-08-21,Medias,1.0,7762.22,Sofía,CABA,irrelevante
2025-08-21,Campera,3.0,14871.82,Lucía,Mar del Plata,irrelevante
2025-08-21,Buzo,2.0,19544.29,Ana,CABA,irrelevante
2025-08-21,Campera,3.0,13966.34,Juan,Rosario,irrelevante
2025-08-21,Buzo,1.0,13819.82,,CABA,irrelevante
2025-08-21,Campera,2.0,13479.71,Sofía,Bahía Blanca,irrelevante
2025-08-21,Short,1.0,6924.06,Luz,CABA,irrelevante
2025-08-21,Medias,2.0,3562.73,Lucía,Mar del Plata,irrelevante
2025-08-21,Camisa,,1553.46,Carlos,Mar del Plata,irrelevante
2025-08-21,Gorra,2.0,14853.74,Carlos,Rosario,irrelevante
2025-08-21,Buzo,1.0,16451.99,,La Plata,irrelevante
2025-08-21,Camisa,,19001.24,Sofía,Bahía Blanca,irrelevante
2025-08-21,Gorra,2.0,18140.53,Luz,La Plata,irrelevante
2025-08-21,Gorra,3.0,17384.36,,Rosario,irrelevante
2025-08-21,Camisa,,16300.8,Luz,Rosario,irrelevante
2025-08-21,Zapatilla,3.0,3605.67,,CABA,irrelevante
2025-08-21,Remera,1.0,4331.22,Sofía,CABA,irrelevante
2025-08-21,Jean,1.0,16570.49,Luz,Bahía Blanca,irrelevante
2025-08-21,Short,,6096.01,Lucía,Mar del Plata,irrelevante
2025-08-21,Jean,2.0,8842.23,Mario,La Plata,irrelevante
2025-08-21,Buzo,2.0,15488.7,Lucía,Bahía Blanca,irrelevante
2025-08-21,Jean,3.0,7886.23,Juan,La Plata,irrelevante
2025-08-21,Gorra,2.0,9043.65,Lucía,Mar del Plata,irrelevante
2025-08-21,Gorra,,19812.8,Ana,Rosario,irrelevante
2025-08-21,Medias,1.0,18839.83,Juan,La Plata,irrelevante
2025-08-21,Gorra,3.0,5987.45,Sofía,Bahía Blanca,irrelevante
2025-08-21,Campera,1.0,11039.81,Mario,Rosario,irrelevante
2025-08-21,Zapatilla,2.0,14343.83,Lucía,Mar del Plata,irrelevante
2025-08-21,Zapatilla,3.0,15246.68,Juan,Mar del Plata,irrelevante
2025-08-21,Zapatilla,1.0,6737.11,Ana,La Plata,irrelevante
2025-08-21,Remera,3.0,4991.5,Juan,Rosario,irrelevante
2025-08-21,Pantalón,2.0,3105.02,Luz,La Plata,irrelevante
2025-08-21,Buzo,1.0,2090.66,Carlos,Rosario,irrelevante
2025-08-21,Pantalón,2.0,9708.35,,Mar del Plata,irrelevante
2025-08-21,Remera,3.0,13612.05,,Mar del Plata,irrelevante
2025-08-21,Pantalón,3.0,14215.52,,Rosario,irrelevante
2025-08-21,Medias,1.0,12955.95,Mario,La Plata,irrelevante
2025-08-21,Buzo,2.0,3834.26,Juan,Mar del Plata,irrelevante
2025-08-21,Short,1.0,6141.84,Luz,Mar del Plata,irrelevante
2025-08-21,Zapatilla,3.0,3944.68,Ana,Bahía Blanca,irrelevante
2025-08-21,Zapatilla,1.0,6148.81,Sofía,CABA,irrelevante
2025-08-21,Camisa,3.0,11634.43,Mario,Mar del Plata,irrelevante
2025-08-21,Pantalón,,18774.45,Lucía,La Plata,irrelevante
2025-08-21,Medias,3.0,2230.35,Luz,Bahía Blanca,irrelevante
2025-08-21,Camisa,3.0,2534.52,Carlos,Mar del Plata,irrelevante
2025-08-21,Remera,3.0,18175.77,Sofía,La Plata,irrelevante
2025-08-21,Campera,1.0,10968.99,,CABA,irrelevante
2025-08-21,Camisa,1.0,4146.79,Carlos,Mar del Plata,irrelevante
2025-08-21,Remera,,17790.14,Sofía,Mar del Plata,irrelevante
2025-08-21,Buzo,3.0,7072.43,Mario,Bahía Blanca,irrelevante
2025-08-21,Buzo,,1603.2,Sofía,Mar del Plata,irrelevante
2025-08-21,Gorra,3.0,2154.42,Sofía,Bahía Blanca,irrelevante
2025-08-21,Buzo,3.0,19713.4,Juan,La Plata,irrelevante
2025-08-21,Gorra,2.0,13093.06,Lucía,La Plata,irrelevante
2025-08-21,Buzo,1.0,15599.92,Carlos,Rosario,irrelevante
2025-08-21,Pantalón,,14463.45,Sofía,Mar del Plata,irrelevante
2025-08-21,Pantalón,,17788.09,Luz,Mar del Plata,irrelevante
2025-08-21,Medias,2.0,12575.74,Mario,La Plata,irrelevante
2025-08-21,Medias,2.0,9594.46,Lucía,CABA,irrelevante
2025-08-21,Gorra,3.0,8894.73,Carlos,Rosario,irrelevante
2025-08-21,Zapatilla,,9357.71,Mario,La Plata,irrelevante
2025-08-21,Camisa,2.0,4156.9,Juan,CABA,irrelevante
2025-08-21,Jean,3.0,8022.54,Juan,CABA,irrelevante
2025-08-21,Gorra,3.0,10819.95,Juan,Rosario,irrelevante
2025-08-21,Remera,1.0,14484.07,Mario,La Plata,irrelevante
2025-08-21,Buzo,3.0,11667.67,Luz,Mar del Plata,irrelevante
2025-08-21,Buzo,1.0,5254.79,Juan,Mar del Plata,irrelevante
2025-08-21,Medias,1.0,7248.2,Lucía,La Plata,irrelevante
2025-08-21,Campera,2.0,3597.29,Lucía,Bahía Blanca,irrelevante
2025-08-21,Gorra,3.0,18436.27,Mario,CABA,irrelevante
2025-08-21,Buzo,1.0,6870.96,Sofía,CABA,irrelevante
2025-08-21,Remera,1.0,12197.84,Ana,Rosario,irrelevante
2025-08-20,Short,2.0,4233.18,Mario,CABA,irrelevante
2025-08-20,Short,1.0,16218.51,Sofía,CABA,irrelevante
2025-08-20,Pantalón,3.0,10190.97,Luz,Rosario,irrelevante
2025-08-20,Jean,,3267.22,Lucía,Rosario,irrelevante
2025-08-20,Campera,,5484.29,Lucía,La Plata,irrelevante
2025-08-20,Remera,2.0,3500.41,Luz,CABA,irrelevante
2025-08-20,Remera,3.0,5133.21,Mario,Bahía Blanca,irrelevante
2025-08-20,Pantalón,2.0,12470.83,Mario,La Plata,irrelevante
2025-08-20,Short,2.0,8968.47,Lucía,La Plata,irrelevante
2025-08-20,Pantalón,,2334.61,Carlos,CABA,irrelevante
2025-08-20,Buzo,2.0,17179.0,Ana,Bahía Blanca,irrelevante
2025-08-20,Jean,3.0,9929.04,Juan,Rosario,irrelevante
2025-08-20,Short,,5963.04,Carlos,La Plata,irrelevante
2025-08-20,Gorra,2.0,5561.87,Luz,Bahía Blanca,irrelevante
2025-08-20,Jean,,17100.51,Luz,Mar del Plata,irrelevante
2025-08-20,Jean,3.0,3212.22,Ana,CABA,irrelevante
2025-08-20,Medias,3.0,17135.39,,CABA,irrelevante
2025-08-20,Campera,1.0,12891.91,Mario,Rosario,irrelevante
2025-08-20,Remera,,13241.54,Ana,Rosario,irrelevante
2025-08-20,Pantalón,2.0,16872.74,Ana,Rosario,irrelevante
2025-08-20,Pantalón,2.0,16584.63,Mario,La Plata,irrelevante
2025-08-20,Remera,,10460.88,Carlos,Mar del Plata,irrelevante
2025-08-20,Camisa,1.0,6681.78,Juan,La Plata,irrelevante
2025-08-20,Camisa,2.0,10893.21,Carlos,Bahía Blanca,irrelevante
2025-08-20,Short,,15904.07,Lucía,Bahía Blanca,irrelevante
2025-08-20,Camisa,3.0,11962.47,,Bahía Blanca,irrelevante
2025-08-20,Pantalón,2.0,6260.22,,La Plata,irrelevante
2025-08-20,Short,,16292.47,Lucía,Bahía Blanca,irrelevante
2025-08-20,Zapatilla,3.0,7361.35,,CABA,irrelevante
2025-08-20,Jean,1.0,11258.01,Mario,CABA,irrelevante
2025-08-20,Pantalón,2.0,11425.92,Lucía,Mar del Plata,irrelevante
2025-08-20,Pantalón,1.0,10132.03,,Rosario,irrelevante
2025-08-20,Camisa,2.0,2308.93,Carlos,La Plata,irrelevante
2025-08-20,Camisa,1.0,6664.92,Lucía,Rosario,irrelevante
2025-08-20,Remera,,16841.19,Carlos,Mar del Plata,irrelevante
2025-08-20,Buzo,3.0,4313.74,Juan,Rosario,irrelevante
2025-08-20,Camisa,2.0,10345.42,Juan,CABA,irrelevante
2025-08-20,Short,,10081.69,Lucía,Mar del Plata,irrelevante
2025-08-20,Buzo,2.0,12961.32,Mario,Rosario,irrelevante
2025-08-20,Zapatilla,2.0,19725.11,Sofía,Rosario,irrelevante
2025-08-20,Campera,2.0,15926.57,Carlos,Bahía Blanca,irrelevante
2025-08-20,Medias,,11935.78,,Mar del Plata,irrelevante
2025-08-20,Campera,2.0,9530.03,Juan,Bahía Blanca,irrelevante
2025-08-20,Buzo,1.0,9952.08,Luz,La Plata,irrelevante
2025-08-20,Zapatilla,3.0,14923.15,,Bahía Blanca,irrelevante
2025-08-20,Buzo,,17218.32,Carlos,Bahía Blanca,irrelevante
2025-08-20,Campera,,6144.54,Carlos,Rosario,irrelevante
2025-08-20,Short,1.0,10125.49,Lucía,CABA,irrelevante
2025-08-20,Gorra,3.0,3943.93,,CABA,irrelevante
2025-08-20,Zapatilla,3.0,19170.68,Sofía,Mar del Plata,irrelevante
2025-08-20,Jean,1.0,2153.14,Mario,Rosario,irrelevante
2025-08-20,Jean,3.0,8334.58,Sofía,La Plata,irrelevante
2025-08-20,Campera,1.0,2114.48,Carlos,Rosario,irrelevante
2025-08-20,Gorra,1.0,5971.61,Mario,Bahía Blanca,irrelevante
2025-08-20,Camisa,2.0,11574.04,Mario,Rosario,irrelevante
2025-08-20,Medias,,17443.74,Sofía,Rosario,irrelevante
2025-08-20,Campera,2.0,8099.85,Mario,Bahía Blanca,irrelevante
2025-08-20,Medias,3.0,13898.95,Mario,Mar del Plata,irrelevante
2025-08-20,Campera,3.0,17596.49,Carlos,Mar del Plata,irrelevante
2025-08-20,Campera,,12529.93,Sofía,CABA,irrelevante
2025-08-20,Buzo,3.0,17758.48,Juan,Rosario,irrelevante
2025-08-20,Medias,2.0,11756.36,Mario,CABA,irrelevante
2025-08-20,Buzo,3.0,10939.65,Lucía,Rosario,irrelevante
2025-08-20,Jean,2.0,10186.03,,CABA,irrelevante
2025-08-20,Remera,3.0,17226.3,Luz,Mar del Plata,irrelevante
2025-08-20,Pantalón,2.0,2840.76,,Rosario,irrelevante
2025-08-20,Buzo,1.0,1797.54,Carlos,Bahía Blanca,irrelevante
2025-08-20,Remera,2.0,4392.88,Ana,CABA,irrelevante
2025-08-20,Camisa,3.0,15116.61,Mario,Mar del Plata,irrelevante
2025-08-20,Buzo,,15720.24,,Mar del Plata,irrelevante
2025-08-20,Camisa,,3317.45,Mario,Bahía Blanca,irrelevante
2025-08-20,Camisa,3.0,5924.44,,Bahía Blanca,irrelevante
2025-08-20,Zapatilla,1.0,4673.97,Juan,Rosario,irrelevante
2025-08-20,Jean,1.0,17346.44,Sofía,Bahía Blanca,irrelevante
2025-08-20,Camisa,1.0,19448.75,Luz,Rosario,irrelevante
2025-08-20,Campera,2.0,12892.72,Mario,La Plata,irrelevante
2025-08-20,Jean,2.0,19246.03,,Bahía Blanca,irrelevante
2025-08-20,Short,,18811.31,Carlos,Bahía Blanca,irrelevante
2025-08-20,Short,1.0,12236.91,,Rosario,irrelevante
2025-08-20,Jean,3.0,12211.74,Carlos,Mar del Plata,irrelevante
2025-08-20,Camisa,2.0,16554.57,Mario,Rosario,irrelevante
2025-08-20,Buzo,1.0,12896.09,Luz,Bahía Blanca,irrelevante
2025-08-20,Remera,1.0,5305.59,,La Plata,irrelevante
2025-08-20,Buzo,3.0,3957.57,Juan,Rosario,irrelevante
2025-08-20,Pantalón,1.0,17434.47,Juan,Rosario,irrelevante
2025-08-20,Buzo,2.0,15457.02,Luz,La Plata,irrelevante
2025-08-20,Camisa,3.0,17494.32,Lucía,Rosario,irrelevante
2025-08-20,Jean,1.0,7388.98,Lucía,La Plata,irrelevante
2025-08-20,Buzo,1.0,9793.85,Mario,Rosario,irrelevante
2025-08-20,Gorra,2.0,18258.08,Carlos,La Plata,irrelevante
2025-08-20,Campera,3.0,18818.88,Mario,Bahía Blanca,irrelevante
2025-08-20,Remera,3.0,4240.41,,Mar del Plata,irrelevante
2025-08-20,Jean,,7344.52,Mario,Bahía Blanca,irrelevante
2025-08-20,Remera,1.0,15908.38,,CABA,irrelevante
2025-08-20,Zapatilla,1.0,1768.82,Sofía,Mar del Plata,irrelevante
2025-08-20,Zapatilla,,4602.03,Carlos,Mar del Plata,irrelevante
2025-08-20,Campera,3.0,18799.17,Mario,La Plata,irrelevante
2025-08-20,Remera,3.0,6816.91,Ana,Bahía Blanca,irrelevante
2025-08-20,Jean,,11087.91,Luz,Mar del Plata,irrelevante
2025-08-20,Camisa,2.0,5357.4,Luz,Bahía Blanca,irrelevante
2025-08-20,Jean,3.0,5101.76,,La Plata,irrelevante
2025-08-20,Medias,1.0,12043.12,Luz,Mar del Plata,irrelevante
2025-08-20,Zapatilla,1.0,6611.03,Mario,Mar del Plata,irrelevante
2025-08-20,Campera,2.0,8002.71,,Rosario,irrelevante
2025-08-20,Buzo,1.0,7584.23,Juan,La Plata,irrelevante
2025-08-20,Remera,,11985.46,Sofía,Mar del Plata,irrelevante
2025-08-20,Camisa,,10461.11,Ana,Rosario,irrelevante
2025-08-20,Camisa,3.0,6974.74,Luz,Bahía Blanca,irrelevante
2025-08-20,Pantalón,2.0,11981.95,Mario,Rosario,irrelevante
2025-08-20,Campera,1.0,18010.98,Ana,La Plata,irrelevante
2025-08-20,Jean,1.0,15188.6,Sofía,Bahía Blanca,irrelevante
2025-08-20,Campera,3.0,2343.98,Sofía,Mar del Plata,irrelevante
2025-08-20,Camisa,3.0,17439.88,Juan,Bahía Blanca,irrelevante
2025-08-20,Pantalón,,12090.1,Luz,Mar del Plata,irrelevante
2025-08-20,Remera,1.0,1888.28,Carlos,Bahía Blanca,irrelevante
2025-08-20,Zapatilla,2.0,14436.08,,La Plata,irrelevante
2025-08-20,Medias,1.0,5697.56,Sofía,Mar del Plata,irrelevante
2025-08-20,Pantalón,,14354.98,Lucía,CABA,irrelevante
2025-08-20,Pantalón,3.0,4621.22,Lucía,Bahía Blanca,irrelevante
2025-08-20,Short,3.0,3047.35,Mario,La Plata,irrelevante
2025-08-20,Campera,3.0,19095.44,Mario,Mar del Plata,irrelevante
2025-08-20,Medias,,2781.35,Ana,Rosario,irrelevante
2025-08-20,Jean,1.0,7311.15,Luz,Bahía Blanca,irrelevante
2025-08-20,Campera,1.0,2924.98,Lucía,Rosario,irrelevante
2025-08-20,Pantalón,2.0,4305.29,Luz,Bahía Blanca,irrelevante
2025-08-20,Campera,1.0,4448.07,Lucía,La Plata,irrelevante
2025-08-20,Campera,2.0,16459.92,Carlos,La Plata,irrelevante
2025-08-20,Buzo,2.0,16712.24,Carlos,Bahía Blanca,irrelevante
2025-08-20,Medias,2.0,16802.95,Mario,Bahía Blanca,irrelevante
2025-08-20,Pantalón,1.0,8554.55,Luz,La Plata,irrelevante
2025-08-20,Jean,2.0,5453.1,Lucía,Mar del Plata,irrelevante
2025-08-20,Remera,,3925.15,Juan,Bahía Blanca,irrelevante
2025-08-20,Medias,3.0,7742.44,Juan,CABA,irrelevante
2025-08-20,Buzo,3.0,6621.23,Carlos,CABA,irrelevante
2025-08-20,Buzo,,16919.58,Lucía,Rosario,irrelevante
2025-08-20,Remera,1.0,18727.05,Lucía,La Plata,irrelevante
2025-08-20,Buzo,1.0,3525.09,Ana,CABA,irrelevante
2025-08-20,Buzo,2.0,13532.79,Mario,Mar del Plata,irrelevante
2025-08-20,Gorra,,9533.53,Mario,Mar del Plata,irrelevante
2025-08-20,Short,1.0,12769.95,Ana,Bahía Blanca,irrelevante
2025-08-20,Zapatilla,3.0,19287.7,Sofía,Rosario,irrelevante
2025-08-20,Zapatilla,1.0,5205.77,,CABA,irrelevante
2025-08-20,Remera,3.0,6023.08,Luz,CABA,irrelevante
2025-08-20,Remera,,5128.92,Carlos,CABA,irrelevante
2025-08-20,Buzo,2.0,12438.26,Lucía,Bahía Blanca,irrelevante
2025-08-20,Gorra,,11044.72,Luz,Mar del Plata,irrelevante
2025-08-20,Pantalón,2.0,16836.03,Lucía,Rosario,irrelevante
2025-08-20,Pantalón,1.0,11017.9,Carlos,Rosario,irrelevante
2025-08-20,Zapatilla,1.0,15089.91,,CABA,irrelevante
2025-08-20,Jean,2.0,15137.09,Sofía,CABA,irrelevante
2025-08-20,Medias,3.0,17164.55,Mario,Rosario,irrelevante
2025-08-20,Short,3.0,18376.0,Mario,Mar del Plata,irrelevante
2025-08-20,Jean,1.0,7646.14,Luz,CABA,irrelevante
2025-08-20,Buzo,1.0,7950.9,,La Plata,irrelevante
2025-08-20,Jean,2.0,2760.3,Lucía,La Plata,irrelevante
2025-08-20,Short,1.0,11224.96,Ana,Mar del Plata,irrelevante
2025-08-20,Campera,1.0,13113.36,Sofía,Rosario,irrelevante
2025-08-20,Remera,1.0,15117.64,Ana,Rosario,irrelevante
2025-08-20,Zapatilla,,6597.54,,Mar del Plata,irrelevante
2025-08-20,Gorra,2.0,12351.03,Lucía,Bahía Blanca,irrelevante
2025-08-20,Buzo,,12947.54,Juan,Mar del Plata,irrelevante
2025-08-20,Jean,,10212.43,Sofía,Bahía Blanca,irrelevante
2025-08-20,Camisa,2.0,10310.16,Sofía,Bahía Blanca,irrelevante
2025-08-20,Camisa,,15773.14,Carlos,Bahía Blanca,irrelevante
2025-08-20,Jean,1.0,4112.46,Mario,Bahía Blanca,irrelevante
2025-08-20,Campera,3.0,10946.84,,Bahía Blanca,irrelevante
2025-08-20,Gorra,2.0,10703.01,Mario,CABA,irrelevante
2025-08-20,Buzo,3.0,11287.52,Sofía,CABA,irrelevante
2025-08-20,Campera,3.0,15320.06,,Rosario,irrelevante
2025-08-20,Jean,2.0,2880.08,Mario,Rosario,irrelevante
2025-08-20,Medias,,6775.07,,La Plata,irrelevante
2025-08-20,Campera,,8811.22,Ana,Mar del Plata,irrelevante
2025-08-20,Gorra,2.0,4981.81,Carlos,La Plata,irrelevante
2025-08-20,Camisa,1.0,8901.4,,La Plata,irrelevante
2025-08-20,Camisa,,8276.31,Ana,La Plata,irrelevante
2025-08-20,Gorra,,4830.62,Ana,La Plata,irrelevante
2025-08-20,Remera,2.0,7638.87,Carlos,CABA,irrelevante
2025-08-20,Campera,3.0,19373.69,Juan,Rosario,irrelevante
2025-08-20,Short,3.0,13210.65,Mario,La Plata,irrelevante
2025-08-20,Short,,7197.78,Lucía,Mar del Plata,irrelevante
2025-08-20,Medias,3.0,13406.35,Sofía,Bahía Blanca,irrelevante
2025-08-20,Campera,2.0,6845.83,Carlos,CABA,irrelevante
2025-08-20,Zapatilla,,11519.96,Luz,Mar del Plata,irrelevante
2025-08-20,Campera,2.0,13135.42,Lucía,Bahía Blanca,irrelevante
2025-08-20,Pantalón,,11873.09,Carlos,Mar del Plata,irrelevante
2025-08-20,Zapatilla,1.0,18530.55,Mario,Rosario,irrelevante
2025-08-20,Medias,,18707.16,Carlos,La Plata,irrelevante
2025-08-20,Buzo,,3049.52,Mario,La Plata,irrelevante
2025-08-20,Remera,,15520.99,Luz,CABA,irrelevante
2025-08-20,Camisa,3.0,10901.59,Sofía,Bahía Blanca,irrelevante
2025-08-20,Short,1.0,9125.48,Carlos,Bahía Blanca,irrelevante
2025-08-20,Pantalón,,7757.12,Mario,CABA,irrelevante
2025-08-20,Medias,3.0,1736.93,,Bahía Blanca,irrelevante
2025-08-20,Short,2.0,10904.64,,CABA,irrelevante
2025-08-20,Gorra,1.0,6446.21,Luz,Mar del Plata,irrelevante
2025-08-20,Medias,3.0,5570.93,Lucía,La Plata,irrelevante
2025-08-20,Jean,1.0,8105.73,Carlos,La Plata,irrelevante
2025-08-20,Buzo,2.0,18952.25,Luz,CABA,irrelevante
2025-08-20,Gorra,3.0,4208.95,Ana,Rosario,irrelevante
2025-08-20,Jean,,6747.76,Ana,La Plata,irrelevante
2025-08-19,Gorra,,11343.12,Lucía,La Plata,irrelevante
2025-08-19,Short,,14237.63,Carlos,Bahía Blanca,irrelevante
2025-08-19,Pantalón,1.0,3268.52,Luz,La Plata,irrelevante
2025-08-19,Short,1.0,8117.92,,Bahía Blanca,irrelevante
2025-08-19,Remera,,12760.77,Lucía,CABA,irrelevante
2025-08-19,Short,2.0,3063.28,,Rosario,irrelevante
2025-08-19,Pantalón,2.0,17281.98,,Mar del Plata,irrelevante
2025-08-19,Buzo,,13765.27,,CABA,irrelevante
2025-08-19,Campera,3.0,4170.7,Ana,Rosario,irrelevante
2025-08-19,Pantalón,1.0,13765.34,,Rosario,irrelevante
2025-08-19,Remera,3.0,13618.4,Sofía,CABA,irrelevante
2025-08-19,Short,,12837.74,Lucía,Rosario,irrelevante
2025-08-19,Campera,3.0,12845.74,Sofía,Bahía Blanca,irrelevante
2025-08-19,Camisa,,11979.65,Ana,Bahía Blanca,irrelevante
2025-08-19,Medias,2.0,9554.58,Carlos,Mar del Plata,irrelevante
2025-08-19,Short,2.0,19604.88,Juan,Bahía Blanca,irrelevante
2025-08-19,Short,1.0,6027.07,Luz,Rosario,irrelevante
2025-08-19,Camisa,2.0,14633.56,Carlos,La Plata,irrelevante
2025-08-19,Camisa,,2644.16,Mario,La Plata,irrelevante
2025-08-19,Remera,2.0,12823.41,Luz,Rosario,irrelevante
2025-08-19,Zapatilla,1.0,11835.84,Lucía,CABA,irrelevante
2025-08-19,Remera,3.0,16128.73,Mario,Rosario,irrelevante
2025-08-19,Short,2.0,6180.75,Juan,CABA,irrelevante
2025-08-19,Campera,2.0,3256.24,Mario,La Plata,irrelevante
2025-08-19,Medias,3.0,19452.51,,Rosario,irrelevante
2025-08-19,Short,,13588.38,Mario,La Plata,irrelevante
2025-08-19,Camisa,3.0,11227.19,Lucía,Bahía Blanca,irrelevante
2025-08-19,Campera,2.0,12646.36,Ana,La Plata,irrelevante
2025-08-19,Camisa,1.0,3642.04,Juan,Mar del Plata,irrelevante
2025-08-19,Short,2.0,5490.82,Juan,Mar del Plata,irrelevante
2025-08-19,Gorra,,13146.93,Luz,Bahía Blanca,irrelevante
2025-08-19,Gorra,1.0,5247.27,Ana,Rosario,irrelevante
2025-08-19,Campera,2.0,8643.16,Lucía,Rosario,irrelevante
2025-08-19,Remera,3.0,19944.91,Luz,Rosario,irrelevante
2025-08-19,Remera,3.0,2812.12,Carlos,CABA,irrelevante
2025-08-19,Pantalón,2.0,9028.89,Carlos,Bahía Blanca,irrelevante
2025-08-19,Medias,,6281.76,,CABA,irrelevante
2025-08-19,Buzo,2.0,14117.74,Sofía,La Plata,irrelevante
2025-08-19,Remera,2.0,3569.94,Juan,Mar del Plata,irrelevante
2025-08-19,Gorra,3.0,2979.09,Juan,La Plata,irrelevante
2025-08-19,Pantalón,2.0,9420.46,Luz,Bahía Blanca,irrelevante
2025-08-19,Camisa,2.0,10191.74,Lucía,CABA,irrelevante
2025-08-19,Medias,3.0,8322.34,Mario,Rosario,irrelevante
2025-08-19,Short,,18942.65,Juan,Bahía Blanca,irrelevante
2025-08-19,Short,3.0,19190.51,Luz,Rosario,irrelevante
2025-08-19,Gorra,2.0,14920.18,Ana,La Plata,irrelevante
2025-08-19,Jean,,17702.14,Mario,La Plata,irrelevante
2025-08-19,Gorra,,15789.77,Mario,CABA,irrelevante
2025-08-19,Pantalón,3.0,4498.54,Sofía,Bahía Blanca,irrelevante
2025-08-19,Zapatilla,2.0,7656.23,Luz,Mar del Plata,irrelevante
2025-08-19,Remera,1.0,13512.11,Ana,Bahía Blanca,irrelevante
2025-08-19,Buzo,3.0,6599.61,Lucía,Rosario,irrelevante
2025-08-19,Zapatilla,,18600.39,Sofía,Rosario,irrelevante
2025-08-19,Jean,1.0,16119.14,Luz,Mar del Plata,irrelevante
2025-08-19,Jean,,9951.6,Lucía,La Plata,irrelevante
2025-08-19,Pantalón,2.0,18417.95,Mario,CABA,irrelevante
2025-08-19,Pantalón,1.0,12284.61,Luz,Bahía Blanca,irrelevante
2025-08-19,Camisa,,10476.34,Juan,La Plata,irrelevante
2025-08-19,Zapatilla,,11242.28,Ana,La Plata,irrelevante
2025-08-19,Jean,,10791.97,Lucía,Rosario,irrelevante
2025-08-19,Gorra,2.0,1832.22,Mario,Bahía Blanca,irrelevante
2025-08-19,Jean,1.0,15009.02,Luz,Rosario,irrelevante
2025-08-19,Campera,2.0,3306.47,Mario,Mar del Plata,irrelevante
2025-08-19,Gorra,3.0,17512.76,Juan,Rosario,irrelevante
2025-08-19,Short,1.0,18926.52,Juan,Rosario,irrelevante
2025-08-19,Camisa,1.0,11842.06,Ana,CABA,irrelevante
2025-08-19,Campera,2.0,2066.58,,Mar del Plata,irrelevante
2025-08-19,Buzo,2.0,13299.25,Luz,CABA,irrelevante
2025-08-19,Zapatilla,,14192.17,Sofía,CABA,irrelevante
2025-08-19,Remera,,14566.63,Ana,Mar del Plata,irrelevante
2025-08-19,Jean,,14405.82,Mario,Mar del Plata,irrelevante
2025-08-19,Buzo,1.0,16980.3,Lucía,Bahía Blanca,irrelevante
2025-08-19,Jean,,13872.62,Luz,Rosario,irrelevante
2025-08-19,Short,,10577.07,Luz,CABA,irrelevante
2025-08-19,Buzo,3.0,4756.3,Sofía,CABA,irrelevante
2025-08-19,Campera,1.0,13374.15,Luz,CABA,irrelevante
2025-08-19,Short,3.0,15485.04,Lucía,La Plata,irrelevante
2025-08-19,Remera,3.0,8269.65,Mario,Bahía Blanca,irrelevante
2025-08-19,Pantalón,2.0,15250.09,Lucía,Bahía Blanca,irrelevante
2025-08-19,Gorra,,4134.35,Ana,Rosario,irrelevante
2025-08-19,Zapatilla,2.0,18117.55,Ana,La Plata,irrelevante
2025-08-19,Campera,,5858.3,Ana,CABA,irrelevante
2025-08-19,Remera,2.0,9004.74,Sofía,La Plata,irrelevante
2025-08-19,Medias,3.0,17780.4,Mario,La Plata,irrelevante
2025-08-19,Short,2.0,7702.97,Carlos,Mar del Plata,irrelevante
2025-08-19,Gorra,3.0,14417.67,Lucía,Rosario,irrelevante
2025-08-19,Short,2.0,2571.21,Mario,Bahía Blanca,irrelevante
2025-08-19,Gorra,,11784.92,Juan,Rosario,irrelevante
2025-08-19,Short,,13418.76,Ana,CABA,irrelevante
2025-08-19,Short,3.0,14685.5,,Rosario,irrelevante
2025-08-19,Buzo,3.0,16533.53,,Mar del Plata,irrelevante
2025-08-19,Pantalón,3.0,1934.09,Sofía,Rosario,irrelevante
2025-08-19,Short,,16223.11,Carlos,CABA,irrelevante
2025-08-19,Campera,3.0,13789.48,Juan,Rosario,irrelevante
2025-08-19,Short,3.0,19691.66,Luz,Rosario,irrelevante
2025-08-19,Jean,3.0,12594.8,Juan,La Plata,irrelevante
2025-08-19,Gorra,3.0,5482.61,,Bahía Blanca,irrelevante
2025-08-19,Medias,2.0,9732.61,Sofía,Rosario,irrelevante
2025-08-19,Medias,2.0,4289.2,Luz,CABA,irrelevante
2025-08-19,Pantalón,2.0,11120.59,,Rosario,irrelevante
2025-08-19,Medias,3.0,9471.75,Juan,CABA,irrelevante
2025-08-19,Remera,3.0,18246.4,Mario,Rosario,irrelevante
2025-08-19,Zapatilla,2.0,19157.22,Mario,Rosario,irrelevante
2025-08-19,Remera,3.0,7302.07,Lucía,Bahía Blanca,irrelevante
