fecha,producto,cantidad,precio_unitario,vendedor,sucursal
2025-08-21,Pantala3N,2.0,3791.3,Luz,Mar Del Plata
2025-08-21,Jean,3.0,13862.15,Sofaa,Caba
2025-08-21,Gorra,3.0,13879.24,Ana,Mar Del Plata
2025-08-21,Gorra,3.0,1526.32,Ana,Mar Del Plata
2025-08-21,Buzo,3.0,3612.92,Mario,Rosario
2025-08-21,Pantala3N,3.0,10143.98,Ana,Rosario
2025-08-21,Short,3.0,11403.34,Lucaa,La Plata
2025-08-21,Medias,1.0,7762.22,Sofaa,Caba
2025-08-21,Campera,3.0,14871.82,Lucaa,Mar Del Plata
2025-08-21,Buzo,2.0,19544.29,Ana,Caba
2025-08-21,Campera,3.0,13966.34,Juan,Rosario
2025-08-21,Buzo,1.0,13819.82,,Caba
2025-08-21,Campera,2.0,13479.71,Sofaa,Bahaa Blanca
2025-08-21,Short,1.0,6924.06,Luz,Caba
2025-08-21,Medias,2.0,3562.73,Lucaa,Mar Del Plata
2025-08-21,Gorra,2.0,14853.74,Carlos,Rosario
2025-08-21,Buzo,1.0,16451.99,,La Plata
2025-08-21,Gorra,2.0,18140.53,Luz,La Plata
2025-08-21,Gorra,3.0,17384.36,,Rosario
2025-08-21,Zapatilla,3.0,3605.67,,Caba
2025-08-21,Remera,1.0,4331.22,Sofaa,Caba
2025-08-21,Jean,1.0,16570.49,Luz,Bahaa Blanca
2025-08-21,Jean,2.0,8842.23,Mario,La Plata
2025-08-21,Buzo,2.0,15488.7,Lucaa,Bahaa Blanca
2025-08-21,Jean,3.0,7886.23,Juan,La Plata
2025-08-21,Gorra,2.0,9043.65,Lucaa,Mar Del Plata
2025-08-21,Medias,1.0,18839.83,Juan,La Plata
2025-08-21,Gorra,3.0,5987.45,Sofaa,Bahaa Blanca
2025-08-21,Campera,1.0,11039.81,Mario,Rosario
2025-08-21,Zapatilla,2.0,14343.83,Lucaa,Mar Del Plata
2025-08-21,Zapatilla,3.0,15246.68,Juan,Mar Del Plata
2025-08-21,Zapatilla,1.0,6737.11,Ana,La Plata
2025-08-21,Remera,3.0,4991.5,Juan,Rosario
2025-08-21,Pantala3N,2.0,3105.02,Luz,La Plata
2025-08-21,Buzo,1.0,2090.66,Carlos,Rosario
2025-08-21,Pantala3N,2.0,9708.35,,Mar Del Plata
2025-08-21,Remera,3.0,13612.05,,Mar Del Plata
2025-08-21,Pantala3N,3.0,14215.52,,Rosario
2025-08-21,Medias,1.0,12955.95,Mario,La Plata
2025-08-21,Buzo,2.0,3834.26,Juan,Mar Del Plata
2025-08-21,Short,1.0,6141.84,Luz,Mar Del Plata
2025-08-21,Zapatilla,3.0,3944.68,Ana,Bahaa Blanca
2025-08-21,Zapatilla,1.0,6148.81,Sofaa,Caba
2025-08-21,Camisa,3.0,11634.43,Mario,Mar Del Plata
2025-08-21,Medias,3.0,2230.35,Luz,Bahaa Blanca
2025-08-21,Camisa,3.0,2534.52,Carlos,Mar Del Plata
2025-08-21,Remera,3.0,18175.77,Sofaa,La Plata
2025-08-21,Campera,1.0,10968.99,,Caba
2025-08-21,Camisa,1.0,4146.79,Carlos,Mar Del Plata
2025-08-21,Buzo,3.0,7072.43,Mario,Bahaa Blanca
2025-08-21,Gorra,3.0,2154.42,Sofaa,Bahaa Blanca
2025-08-21,Buzo,3.0,19713.4,Juan,La Plata
2025-08-21,Gorra,2.0,13093.06,Lucaa,La Plata
2025-08-21,Buzo,1.0,15599.92,Carlos,Rosario
2025-08-21,Medias,2.0,12575.74,Mario,La Plata
2025-08-21,Medias,2.0,9594.46,Lucaa,Caba
2025-08-21,Gorra,3.0,8894.73,Carlos,Rosario
2025-08-21,Camisa,2.0,4156.9,Juan,Caba
2025-08-21,Jean,3.0,8022.54,Juan,Caba
2025-08-21,Gorra,3.0,10819.95,Juan,Rosario
2025-08-21,Remera,1.0,14484.07,Mario,La Plata
2025-08-21,Buzo,3.0,11667.67,Luz,Mar Del Plata
2025-08-21,Buzo,1.0,5254.79,Juan,Mar Del Plata
2025-08-21,Medias,1.0,7248.2,Lucaa,La Plata
2025-08-21,Campera,2.0,3597.29,Lucaa,Bahaa Blanca
2025-08-21,Gorra,3.0,18436.27,Mario,Caba
2025-08-21,Buzo,1.0,6870.96,Sofaa,Caba
2025-08-21,Remera,1.0,12197.84,Ana,Rosario
2025-08-20,Short,2.0,4233.18,Mario,Caba
2025-08-20,Short,1.0,16218.51,Sofaa,Caba
2025-08-20,Pantala3N,3.0,10190.97,Luz,Rosario
2025-08-20,Remera,2.0,3500.41,Luz,Caba
2025-08-20,Remera,3.0,5133.21,Mario,Bahaa Blanca
2025-08-20,Pantala3N,2.0,12470.83,Mario,La Plata
2025-08-20,Short,2.0,8968.47,Lucaa,La Plata
2025-08-20,Buzo,2.0,17179.0,Ana,Bahaa Blanca
2025-08-20,Jean,3.0,9929.04,Juan,Rosario
2025-08-20,Gorra,2.0,5561.87,Luz,Bahaa Blanca
2025-08-20,Jean,3.0,3212.22,Ana,Caba
2025-08-20,Medias,3.0,17135.39,,Caba
2025-08-20,Campera,1.0,12891.91,Mario,Rosario
2025-08-20,Pantala3N,2.0,16872.74,Ana,Rosario
2025-08-20,Pantala3N,2.0,16584.63,Mario,La Plata
2025-08-20,Camisa,1.0,6681.78,Juan,La Plata
2025-08-20,Camisa,2.0,10893.21,Carlos,Bahaa Blanca
2025-08-20,Camisa,3.0,11962.47,,Bahaa Blanca
2025-08-20,Pantala3N,2.0,6260.22,,La Plata
2025-08-20,Zapatilla,3.0,7361.35,,Caba
2025-08-20,Jean,1.0,11258.01,Mario,Caba
2025-08-20,Pantala3N,2.0,11425.92,Lucaa,Mar Del Plata
2025-08-20,Pantala3N,1.0,10132.03,,Rosario
2025-08-20,Camisa,2.0,2308.93,Carlos,La Plata
2025-08-20,Camisa,1.0,6664.92,Lucaa,Rosario
2025-08-20,Buzo,3.0,4313.74,Juan,Rosario
2025-08-20,Camisa,2.0,10345.42,Juan,Caba
2025-08-20,Buzo,2.0,12961.32,Mario,Rosario
2025-08-20,Zapatilla,2.0,19725.11,Sofaa,Rosario
2025-08-20,Campera,2.0,15926.57,Carlos,Bahaa Blanca
2025-08-20,Campera,2.0,9530.03,Juan,Bahaa Blanca
2025-08-20,Buzo,1.0,9952.08,Luz,La Plata
2025-08-20,Zapatilla,3.0,14923.15,,Bahaa Blanca
2025-08-20,Short,1.0,10125.49,Lucaa,Caba
2025-08-20,Gorra,3.0,3943.93,,Caba
2025-08-20,Zapatilla,3.0,19170.68,Sofaa,Mar Del Plata
2025-08-20,Jean,1.0,2153.14,Mario,Rosario
2025-08-20,Jean,3.0,8334.58,Sofaa,La Plata
2025-08-20,Campera,1.0,2114.48,Carlos,Rosario
2025-08-20,Gorra,1.0,5971.61,Mario,Bahaa Blanca
2025-08-20,Camisa,2.0,11574.04,Mario,Rosario
2025-08-20,Campera,2.0,8099.85,Mario,Bahaa Blanca
2025-08-20,Medias,3.0,13898.95,Mario,Mar Del Plata
2025-08-20,Campera,3.0,17596.49,Carlos,Mar Del Plata
2025-08-20,Buzo,3.0,17758.48,Juan,Rosario
2025-08-20,Medias,2.0,11756.36,Mario,Caba
2025-08-20,Buzo,3.0,10939.65,Lucaa,Rosario
2025-08-20,Jean,2.0,10186.03,,Caba
2025-08-20,Remera,3.0,17226.3,Luz,Mar Del Plata
2025-08-20,Pantala3N,2.0,2840.76,,Rosario
2025-08-20,Buzo,1.0,1797.54,Carlos,Bahaa Blanca
2025-08-20,Remera,2.0,4392.88,Ana,Caba
2025-08-20,Camisa,3.0,15116.61,Mario,Mar Del Plata
2025-08-20,Camisa,3.0,5924.44,,Bahaa Blanca
2025-08-20,Zapatilla,1.0,4673.97,Juan,Rosario
2025-08-20,Jean,1.0,17346.44,Sofaa,Bahaa Blanca
2025-08-20,Camisa,1.0,19448.75,Luz,Rosario
2025-08-20,Campera,2.0,12892.72,Mario,La Plata
2025-08-20,Jean,2.0,19246.03,,Bahaa Blanca
2025-08-20,Short,1.0,12236.91,,Rosario
2025-08-20,Jean,3.0,12211.74,Carlos,Mar Del Plata
2025-08-20,Camisa,2.0,16554.57,Mario,Rosario
2025-08-20,Buzo,1.0,12896.09,Luz,Bahaa Blanca
2025-08-20,Remera,1.0,5305.59,,La Plata
2025-08-20,Buzo,3.0,3957.57,Juan,Rosario
2025-08-20,Pantala3N,1.0,17434.47,Juan,Rosario
2025-08-20,Buzo,2.0,15457.02,Luz,La Plata
2025-08-20,Camisa,3.0,17494.32,Lucaa,Rosario
2025-08-20,Jean,1.0,7388.98,Lucaa,La Plata
2025-08-20,Buzo,1.0,9793.85,Mario,Rosario
2025-08-20,Gorra,2.0,18258.08,Carlos,La Plata
2025-08-20,Campera,3.0,18818.88,Mario,Bahaa Blanca
2025-08-20,Remera,3.0,4240.41,,Mar Del Plata
2025-08-20,Remera,1.0,15908.38,,Caba
2025-08-20,Zapatilla,1.0,1768.82,Sofaa,Mar Del Plata
2025-08-20,Campera,3.0,18799.17,Mario,La Plata
2025-08-20,Remera,3.0,6816.91,Ana,Bahaa Blanca
2025-08-20,Camisa,2.0,5357.4,Luz,Bahaa Blanca
2025-08-20,Jean,3.0,5101.76,,La Plata
2025-08-20,Medias,1.0,12043.12,Luz,Mar Del Plata
2025-08-20,Zapatilla,1.0,6611.03,Mario,Mar Del Plata
2025-08-20,Campera,2.0,8002.71,,Rosario
2025-08-20,Buzo,1.0,7584.23,Juan,La Plata
2025-08-20,Camisa,3.0,6974.74,Luz,Bahaa Blanca
2025-08-20,Pantala3N,2.0,11981.95,Mario,Rosario
2025-08-20,Campera,1.0,18010.98,Ana,La Plata
2025-08-20,Jean,1.0,15188.6,Sofaa,Bahaa Blanca
2025-08-20,Campera,3.0,2343.98,Sofaa,Mar Del Plata
2025-08-20,Camisa,3.0,17439.88,Juan,Bahaa Blanca
2025-08-20,Remera,1.0,1888.28,Carlos,Bahaa Blanca
2025-08-20,Zapatilla,2.0,14436.08,,La Plata
2025-08-20,Medias,1.0,5697.56,Sofaa,Mar Del Plata
2025-08-20,Pantala3N,3.0,4621.22,Lucaa,Bahaa Blanca
2025-08-20,Short,3.0,3047.35,Mario,La Plata
2025-08-20,Campera,3.0,19095.44,Mario,Mar Del Plata
2025-08-20,Jean,1.0,7311.15,Luz,Bahaa Blanca
2025-08-20,Campera,1.0,2924.98,Lucaa,Rosario
2025-08-20,Pantala3N,2.0,4305.29,Luz,Bahaa Blanca
2025-08-20,Campera,1.0,4448.07,Lucaa,La Plata
2025-08-20,Campera,2.0,16459.92,Carlos,La Plata
2025-08-20,Buzo,2.0,16712.24,Carlos,Bahaa Blanca
2025-08-20,Medias,2.0,16802.95,Mario,Bahaa Blanca
2025-08-20,Pantala3N,1.0,8554.55,Luz,La Plata
2025-08-20,Jean,2.0,5453.1,Lucaa,Mar Del Plata
2025-08-20,Medias,3.0,7742.44,Juan,Caba
2025-08-20,Buzo,3.0,6621.23,Carlos,Caba
2025-08-20,Remera,1.0,18727.05,Lucaa,La Plata
2025-08-20,Buzo,1.0,3525.09,Ana,Caba
2025-08-20,Buzo,2.0,13532.79,Mario,Mar Del Plata
2025-08-20,Short,1.0,12769.95,Ana,Bahaa Blanca
2025-08-20,Zapatilla,3.0,19287.7,Sofaa,Rosario
2025-08-20,Zapatilla,1.0,5205.77,,Caba
2025-08-20,Remera,3.0,6023.08,Luz,Caba
2025-08-20,Buzo,2.0,12438.26,Lucaa,Bahaa Blanca
2025-08-20,Pantala3N,2.0,16836.03,Lucaa,Rosario
2025-08-20,Pantala3N,1.0,11017.9,Carlos,Rosario
2025-08-20,Zapatilla,1.0,15089.91,,Caba
2025-08-20,Jean,2.0,15137.09,Sofaa,Caba
2025-08-20,Medias,3.0,17164.55,Mario,Rosario
2025-08-20,Short,3.0,18376.0,Mario,Mar Del Plata
2025-08-20,Jean,1.0,7646.14,Luz,Caba
2025-08-20,Buzo,1.0,7950.9,,La Plata
2025-08-20,Jean,2.0,2760.3,Lucaa,La Plata
2025-08-20,Short,1.0,11224.96,Ana,Mar Del Plata
2025-08-20,Campera,1.0,13113.36,Sofaa,Rosario
2025-08-20,Remera,1.0,15117.64,Ana,Rosario
2025-08-20,Gorra,2.0,12351.03,Lucaa,Bahaa Blanca
2025-08-20,Camisa,2.0,10310.16,Sofaa,Bahaa Blanca
2025-08-20,Jean,1.0,4112.46,Mario,Bahaa Blanca
2025-08-20,Campera,3.0,10946.84,,Bahaa Blanca
2025-08-20,Gorra,2.0,10703.01,Mario,Caba
2025-08-20,Buzo,3.0,11287.52,Sofaa,Caba
2025-08-20,Campera,3.0,15320.06,,Rosario
2025-08-20,Jean,2.0,2880.08,Mario,Rosario
2025-08-20,Gorra,2.0,4981.81,Carlos,La Plata
2025-08-20,Camisa,1.0,8901.4,,La Plata
2025-08-20,Remera,2.0,7638.87,Carlos,Caba
2025-08-20,Campera,3.0,19373.69,Juan,Rosario
2025-08-20,Short,3.0,13210.65,Mario,La Plata
2025-08-20,Medias,3.0,13406.35,Sofaa,Bahaa Blanca
2025-08-20,Campera,2.0,6845.83,Carlos,Caba
2025-08-20,Campera,2.0,13135.42,Lucaa,Bahaa Blanca
2025-08-20,Zapatilla,1.0,18530.55,Mario,Rosario
2025-08-20,Camisa,3.0,10901.59,Sofaa,Bahaa Blanca
2025-08-20,Short,1.0,9125.48,Carlos,Bahaa Blanca
2025-08-20,Medias,3.0,1736.93,,Bahaa Blanca
2025-08-20,Short,2.0,10904.64,,Caba
2025-08-20,Gorra,1.0,6446.21,Luz,Mar Del Plata
2025-08-20,Medias,3.0,5570.93,Lucaa,La Plata
2025-08-20,Jean,1.0,8105.73,Carlos,La Plata
2025-08-20,Buzo,2.0,18952.25,Luz,Caba
2025-08-20,Gorra,3.0,4208.95,Ana,Rosario
2025-08-19,Pantala3N,1.0,3268.52,Luz,La Plata
2025-08-19,Short,1.0,8117.92,,Bahaa Blanca
2025-08-19,Short,2.0,3063.28,,Rosario
2025-08-19,Pantala3N,2.0,17281.98,,Mar Del Plata
2025-08-19,Campera,3.0,4170.7,Ana,Rosario
2025-08-19,Pantala3N,1.0,13765.34,,Rosario
2025-08-19,Remera,3.0,13618.4,Sofaa,Caba
2025-08-19,Campera,3.0,12845.74,Sofaa,Bahaa Blanca
2025-08-19,Medias,2.0,9554.58,Carlos,Mar Del Plata
2025-08-19,Short,2.0,19604.88,Juan,Bahaa Blanca
2025-08-19,Short,1.0,6027.07,Luz,Rosario
2025-08-19,Camisa,2.0,14633.56,Carlos,La Plata
2025-08-19,Remera,2.0,12823.41,Luz,Rosario
2025-08-19,Zapatilla,1.0,11835.84,Lucaa,Caba
2025-08-19,Remera,3.0,16128.73,Mario,Rosario
2025-08-19,Short,2.0,6180.75,Juan,Caba
2025-08-19,Campera,2.0,3256.24,Mario,La Plata
2025-08-19,Medias,3.0,19452.51,,Rosario
2025-08-19,Camisa,3.0,11227.19,Lucaa,Bahaa Blanca
2025-08-19,Campera,2.0,12646.36,Ana,La Plata
2025-08-19,Camisa,1.0,3642.04,Juan,Mar Del Plata
2025-08-19,Short,2.0,5490.82,Juan,Mar Del Plata
2025-08-19,Gorra,1.0,5247.27,Ana,Rosario
2025-08-19,Campera,2.0,8643.16,Lucaa,Rosario
2025-08-19,Remera,3.0,19944.91,Luz,Rosario
2025-08-19,Remera,3.0,2812.12,Carlos,Caba
2025-08-19,Pantala3N,2.0,9028.89,Carlos,Bahaa Blanca
2025-08-19,Buzo,2.0,14117.74,Sofaa,La Plata
2025-08-19,Remera,2.0,3569.94,Juan,Mar Del Plata
2025-08-19,Gorra,3.0,2979.09,Juan,La Plata
2025-08-19,Pantala3N,2.0,9420.46,Luz,Bahaa Blanca
2025-08-19,Camisa,2.0,10191.74,Lucaa,Caba
2025-08-19,Medias,3.0,8322.34,Mario,Rosario
2025-08-19,Short,3.0,19190.51,Luz,Rosario
2025-08-19,Gorra,2.0,14920.18,Ana,La Plata
2025-08-19,Pantala3N,3.0,4498.54,Sofaa,Bahaa Blanca
2025-08-19,Zapatilla,2.0,7656.23,Luz,Mar Del Plata
2025-08-19,Remera,1.0,13512.11,Ana,Bahaa Blanca
2025-08-19,Buzo,3.0,6599.61,Lucaa,Rosario
2025-08-19,Jean,1.0,16119.14,Luz,Mar Del Plata
2025-08-19,Pantala3N,2.0,18417.95,Mario,Caba
2025-08-19,Pantala3N,1.0,12284.61,Luz,Bahaa Blanca
2025-08-19,Gorra,2.0,1832.22,Mario,Bahaa Blanca
2025-08-19,Jean,1.0,15009.02,Luz,Rosario
2025-08-19,Campera,2.0,3306.47,Mario,Mar Del Plata
2025-08-19,Gorra,3.0,17512.76,Juan,Rosario
2025-08-19,Short,1.0,18926.52,Juan,Rosario
2025-08-19,Camisa,1.0,11842.06,Ana,Caba
2025-08-19,Campera,2.0,2066.58,,Mar Del Plata
2025-08-19,Buzo,2.0,13299.25,Luz,Caba
2025-08-19,Buzo,1.0,16980.3,Lucaa,Bahaa Blanca
2025-08-19,Buzo,3.0,4756.3,Sofaa,Caba
2025-08-19,Campera,1.0,13374.15,Luz,Caba
2025-08-19,Short,3.0,15485.04,Lucaa,La Plata
2025-08-19,Remera,3.0,8269.65,Mario,Bahaa Blanca
2025-08-19,Pantala3N,2.0,15250.09,Lucaa,Bahaa Blanca
2025-08-19,Zapatilla,2.0,18117.55,Ana,La Plata
2025-08-19,Remera,2.0,9004.74,Sofaa,La Plata
2025-08-19,Medias,3.0,17780.4,Mario,La Plata
2025-08-19,Short,2.0,7702.97,Carlos,Mar Del Plata
2025-08-19,Gorra,3.0,14417.67,Lucaa,Rosario
2025-08-19,Short,2.0,2571.21,Mario,Bahaa Blanca
2025-08-19,Short,3.0,14685.5,,Rosario
2025-08-19,Buzo,3.0,16533.53,,Mar Del Plata
2025-08-19,Pantala3N,3.0,1934.09,Sofaa,Rosario
2025-08-19,Campera,3.0,13789.48,Juan,Rosario
2025-08-19,Short,3.0,19691.66,Luz,Rosario
2025-08-19,Jean,3.0,12594.8,Juan,La Plata
2025-08-19,Gorra,3.0,5482.61,,Bahaa Blanca
2025-08-19,Medias,2.0,9732.61,Sofaa,Rosario
2025-08-19,Medias,2.0,4289.2,Luz,Caba
2025-08-19,Pantala3N,2.0,11120.59,,Rosario
2025-08-19,Medias,3.0,9471.75,Juan,Caba
2025-08-19,Remera,3.0,18246.4,Mario,Rosario
2025-08-19,Zapatilla,2.0,19157.22,Mario,Rosario
2025-08-19,Remera,3.0,7302.07,Lucaa,Bahaa Blanca
2025-08-19,Campera,1.0,10072.48,Carlos,Caba
2025-08-19,Short,1.0,2907.82,,La Plata
2025-08-19,Remera,1.0,19269.74,Mario,Mar Del Plata
2025-08-19,Camisa,1.0,14927.1,Luz,Bahaa Blanca
2025-08-19,Medias,3.0,12735.59,,Mar Del Plata
2025-08-19,Zapatilla,3.0,3213.59,Sofaa,Bahaa Blanca
2025-08-19,Medias,1.0,2398.81,Carlos,Mar Del Plata
2025-08-19,Short,3.0,13086.07,Lucaa,Bahaa Blanca
2025-08-19,Buzo,3.0,3328.68,Sofaa,Bahaa Blanca
2025-08-19,Zapatilla,2.0,4278.04,Juan,Mar Del Plata
2025-08-19,Medias,2.0,17869.83,Luz,Caba
2025-08-19,Pantala3N,3.0,8015.92,,La Plata
2025-08-19,Gorra,1.0,13274.92,Lucaa,La Plata
2025-08-19,Buzo,2.0,4511.96,,Caba
2025-08-19,Medias,3.0,11880.5,Carlos,Rosario
2025-08-19,Pantala3N,1.0,18363.66,,La Plata
2025-08-19,Medias,2.0,13569.33,Sofaa,La Plata
2025-08-19,Zapatilla,2.0,8125.92,Carlos,Bahaa Blanca
2025-08-19,Pantala3N,2.0,14954.26,,Caba
2025-08-19,Jean,3.0,1886.97,Carlos,Mar Del Plata
2025-08-19,Gorra,2.0,2699.17,,Caba
2025-08-19,Campera,3.0,4232.49,Carlos,Bahaa Blanca
2025-08-19,Jean,3.0,16304.34,Sofaa,Mar Del Plata
2025-08-19,Campera,2.0,6583.7,Carlos,Caba
2025-08-19,Remera,3.0,5243.23,Ana,Caba
2025-08-19,Buzo,2.0,1594.73,Sofaa,Bahaa Blanca
2025-08-19,Campera,3.0,6657.26,Carlos,Bahaa Blanca
2025-08-19,Remera,3.0,7455.43,Lucaa,Bahaa Blanca
2025-08-19,Gorra,2.0,2116.69,Sofaa,Rosario
2025-08-19,Gorra,1.0,12618.61,Juan,Caba
2025-08-19,Camisa,3.0,7947.87,Lucaa,Rosario
2025-08-19,Buzo,2.0,9934.16,Ana,Mar Del Plata
2025-08-19,Medias,1.0,16773.03,Lucaa,Caba
2025-08-19,Buzo,3.0,7387.37,,Bahaa Blanca
2025-08-19,Buzo,1.0,2407.22,Luz,Caba
2025-08-19,Remera,2.0,17730.55,Luz,Rosario
2025-08-19,Pantala3N,2.0,4401.37,Lucaa,Mar Del Plata
2025-08-19,Pantala3N,3.0,9335.85,Juan,Bahaa Blanca
2025-08-19,Campera,1.0,7742.15,Sofaa,Rosario
2025-08-19,Campera,1.0,3365.73,Sofaa,La Plata
2025-08-19,Campera,2.0,16896.21,Carlos,Caba
2025-08-19,Pantala3N,2.0,16473.93,Luz,Bahaa Blanca
2025-08-19,Medias,1.0,7165.59,Juan,Bahaa Blanca
2025-08-19,Short,1.0,2774.81,Ana,Bahaa Blanca
2025-08-19,Zapatilla,2.0,7317.85,,Caba
2025-08-19,Buzo,2.0,8936.41,Luz,La Plata
2025-08-19,Medias,2.0,8005.39,Juan,Bahaa Blanca
2025-08-19,Short,1.0,19113.08,Juan,Mar Del Plata
2025-08-19,Remera,1.0,6727.14,Mario,Mar Del Plata
2025-08-19,Remera,2.0,7045.28,Carlos,La Plata
2025-08-19,Zapatilla,3.0,6822.18,Ana,Caba
2025-08-19,Short,2.0,2966.4,,La Plata
2025-08-19,Short,2.0,5514.93,Mario,Rosario
2025-08-19,Buzo,1.0,13052.23,Sofaa,Mar Del Plata
2025-08-19,Remera,2.0,14328.0,,Mar Del Plata
2025-08-19,Campera,2.0,16711.21,Lucaa,Rosario
2025-08-19,Pantala3N,2.0,4082.97,,La Plata
2025-08-19,Gorra,3.0,14567.57,Juan,La Plata
2025-08-19,Campera,2.0,12174.32,Ana,Bahaa Blanca
2025-08-19,Buzo,2.0,14639.04,,Mar Del Plata
2025-08-19,Camisa,3.0,8623.79,,Caba
2025-08-19,Short,1.0,4138.44,Mario,Rosario
2025-08-19,Gorra,1.0,16371.61,Ana,La Plata
2025-08-19,Gorra,3.0,9902.92,,La Plata
2025-08-19,Pantala3N,1.0,14585.92,,Rosario
2025-08-19,Jean,1.0,15593.43,Ana,La Plata
2025-08-19,Short,2.0,5440.54,,Rosario
2025-08-18,Camisa,2.0,4469.5,Lucaa,La Plata
2025-08-18,Short,1.0,10431.36,Carlos,Bahaa Blanca
2025-08-18,Camisa,2.0,2407.94,Juan,Rosario
2025-08-18,Camisa,2.0,9653.38,Juan,Caba
2025-08-18,Campera,2.0,16830.38,,Mar Del Plata
2025-08-18,Short,1.0,6374.88,Luz,Mar Del Plata
2025-08-18,Camisa,1.0,15407.33,Luz,La Plata
2025-08-18,Buzo,2.0,15474.14,Lucaa,Caba
2025-08-18,Buzo,2.0,5104.68,Sofaa,Bahaa Blanca
2025-08-18,Pantala3N,2.0,14205.81,Carlos,La Plata
2025-08-18,Campera,2.0,12610.85,Ana,Bahaa Blanca
2025-08-18,Pantala3N,3.0,16070.69,Sofaa,Mar Del Plata
2025-08-18,Remera,2.0,9139.34,Sofaa,Mar Del Plata
2025-08-18,Jean,3.0,18852.04,,La Plata
2025-08-18,Medias,1.0,3103.36,Luz,La Plata
2025-08-18,Pantala3N,2.0,10832.05,Ana,La Plata
2025-08-18,Gorra,1.0,4794.53,Ana,Rosario
2025-08-18,Remera,1.0,16145.94,,La Plata
2025-08-18,Short,1.0,10716.35,Mario,Mar Del Plata
2025-08-18,Medias,2.0,6876.97,Luz,Bahaa Blanca
2025-08-18,Jean,1.0,5203.99,,Bahaa Blanca
2025-08-18,Medias,2.0,18158.52,Mario,Rosario
2025-08-18,Pantala3N,1.0,4492.47,Ana,Caba
2025-08-18,Jean,1.0,3527.21,Ana,Caba
2025-08-18,Short,3.0,15920.31,Carlos,Rosario
2025-08-18,Jean,3.0,4399.06,Sofaa,Rosario
2025-08-18,Gorra,1.0,1690.41,Carlos,La Plata
2025-08-18,Medias,2.0,17377.74,Juan,Caba
2025-08-18,Short,1.0,4253.86,Mario,Bahaa Blanca
2025-08-18,Gorra,3.0,6953.48,Sofaa,Mar Del Plata
2025-08-18,Short,3.0,19850.0,Mario,Caba
2025-08-18,Short,1.0,2155.64,Lucaa,Mar Del Plata
2025-08-18,Zapatilla,2.0,13257.63,Juan,Caba
2025-08-18,Pantala3N,3.0,11933.94,Ana,La Plata
2025-08-18,Camisa,1.0,7030.41,,Caba
2025-08-18,Camisa,2.0,6696.59,Mario,Caba
2025-08-18,Zapatilla,1.0,18072.92,Juan,Caba
2025-08-18,Pantala3N,2.0,6824.36,Juan,Caba
2025-08-18,Medias,1.0,11294.42,Luz,La Plata
2025-08-18,Buzo,1.0,12817.04,Lucaa,Mar Del Plata
2025-08-18,Campera,1.0,5456.69,Luz,Mar Del Plata
2025-08-18,Jean,3.0,16599.1,Sofaa,Mar Del Plata
2025-08-18,Gorra,3.0,11169.16,Ana,Bahaa Blanca
2025-08-18,Camisa,3.0,6401.54,Sofaa,Caba
2025-08-18,Remera,2.0,8505.56,Lucaa,Caba
2025-08-18,Medias,2.0,10635.77,Carlos,Rosario
2025-08-18,Camisa,3.0,8947.85,Lucaa,Rosario
2025-08-18,Jean,2.0,1905.56,Ana,Mar Del Plata
2025-08-18,Gorra,2.0,8053.98,Juan,La Plata
2025-08-18,Zapatilla,1.0,4269.74,Lucaa,Bahaa Blanca
2025-08-18,Short,2.0,12781.32,Luz,Rosario
2025-08-18,Medias,2.0,6058.38,Lucaa,Rosario
2025-08-18,Zapatilla,2.0,18777.47,Lucaa,Caba
2025-08-18,Medias,3.0,14705.9,Juan,Mar Del Plata
2025-08-18,Gorra,3.0,12714.33,Carlos,Bahaa Blanca
2025-08-18,Short,3.0,2683.44,Juan,Caba
2025-08-18,Zapatilla,3.0,12351.72,Carlos,Mar Del Plata
2025-08-18,Pantala3N,3.0,1946.56,,La Plata
2025-08-18,Zapatilla,2.0,16697.69,Carlos,La Plata
2025-08-18,Camisa,2.0,18541.67,Mario,La Plata
2025-08-18,Campera,1.0,17715.13,Ana,Rosario
2025-08-18,Pantala3N,2.0,12061.65,Mario,Bahaa Blanca
2025-08-18,Remera,1.0,18440.52,Ana,Bahaa Blanca
2025-08-18,Camisa,2.0,3174.92,,Mar Del Plata
2025-08-18,Buzo,1.0,11168.56,Carlos,Caba
2025-08-18,Buzo,1.0,9642.39,Ana,Caba
2025-08-18,Jean,2.0,13404.18,,Bahaa Blanca
2025-08-18,Short,1.0,8921.15,Carlos,Mar Del Plata
2025-08-18,Camisa,1.0,11831.7,Sofaa,Bahaa Blanca
2025-08-18,Zapatilla,1.0,17253.68,Carlos,Caba
2025-08-18,Pantala3N,3.0,10958.55,Ana,Bahaa Blanca
2025-08-18,Zapatilla,3.0,4805.06,Lucaa,Bahaa Blanca
2025-08-18,Camisa,3.0,10332.19,Juan,La Plata
2025-08-18,Campera,1.0,6587.68,,La Plata
2025-08-18,Gorra,3.0,5573.13,,Rosario
2025-08-18,Pantala3N,1.0,16364.39,Juan,Bahaa Blanca
2025-08-18,Buzo,1.0,12060.85,,Caba
2025-08-18,Camisa,3.0,13049.2,Sofaa,Bahaa Blanca
2025-08-18,Gorra,3.0,19941.68,Juan,Caba
2025-08-18,Remera,1.0,4206.06,Mario,Bahaa Blanca
2025-08-18,Remera,2.0,1744.71,Carlos,Mar Del Plata
